"PMID"	"Title"	"Abstract"	"YearPubmed"	"MonthPubmed"	"DayPubmed"	"Date"	"country"	"afil"	"chloroquine"	"remdesivir"
"13110"	32196426	"Seasonality of Respiratory Viral Infections."	""	2020	3	21	2020-03-21	"USA"	"Department of Immunobiology, Yale University School of Medicine, New Haven, Connecticut 06520, USA; email: akiko.iwasaki@yale.edu."	FALSE	FALSE
"13210"	32196426	"Seasonality of Respiratory Viral Infections."	""	2020	3	21	2020-03-21	"Switzerland"	"Institute of Primary Care, University of Zurich and University Hospital, Zurich, Switzerland CH-8091."	FALSE	FALSE
"13310"	32196426	"Seasonality of Respiratory Viral Infections."	""	2020	3	21	2020-03-21	"USA"	"Department of Molecular, Cellular, and Developmental Biology, Yale University, New Haven, Connecticut 06512, USA."	FALSE	FALSE
"13410"	32196426	"Seasonality of Respiratory Viral Infections."	""	2020	3	21	2020-03-21	"USA"	"Howard Hughes Medical Institute, Chevy Chase, Maryland 20815, USA."	FALSE	FALSE
"13510"	32196410	"Hypothesis for potential pathogenesis of SARS-CoV-2 infection--a review of immune changes in patients with viral pneumonia."	"coronavirus disease 2019 (covid-19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) with droplets and contact as the main means of transmission. since the first case appeared in wuhan  china  in december 2019  the outbreak has gradually spread nationwide. up to now  according to official data released by the chinese health commission  the number of newly diagnosed patients has been declining  and the epidemic is gradually being controlled. although most patients have mild symptoms and good prognosis after infection  some patients developed severe and die from multiple organ complications. the pathogenesis of sars-cov-2 infection in humans remains unclear. immune function is a strong defense against invasive pathogens and there is currently no specific antiviral drug against the virus. this article reviews the immunological changes of coronaviruses like sars  mers and other viral pneumonia similar to sars-cov-2. combined with the published literature  the potential pathogenesis of covid-19 is inferred  and the treatment recommendations for giving high-doses intravenous immunoglobulin and low-molecular-weight heparin anticoagulant therapy to severe type patients are proposed."	2020	3	21	2020-03-21	"China"	"Department of Infectious Diseases, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China."	FALSE	FALSE
"13610"	32196410	"Hypothesis for potential pathogenesis of SARS-CoV-2 infection--a review of immune changes in patients with viral pneumonia."	"coronavirus disease 2019 (covid-19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) with droplets and contact as the main means of transmission. since the first case appeared in wuhan  china  in december 2019  the outbreak has gradually spread nationwide. up to now  according to official data released by the chinese health commission  the number of newly diagnosed patients has been declining  and the epidemic is gradually being controlled. although most patients have mild symptoms and good prognosis after infection  some patients developed severe and die from multiple organ complications. the pathogenesis of sars-cov-2 infection in humans remains unclear. immune function is a strong defense against invasive pathogens and there is currently no specific antiviral drug against the virus. this article reviews the immunological changes of coronaviruses like sars  mers and other viral pneumonia similar to sars-cov-2. combined with the published literature  the potential pathogenesis of covid-19 is inferred  and the treatment recommendations for giving high-doses intravenous immunoglobulin and low-molecular-weight heparin anticoagulant therapy to severe type patients are proposed."	2020	3	21	2020-03-21	"China"	"Center for AIDS Research, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China."	FALSE	FALSE
"13710"	32196410	"Hypothesis for potential pathogenesis of SARS-CoV-2 infection--a review of immune changes in patients with viral pneumonia."	"coronavirus disease 2019 (covid-19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) with droplets and contact as the main means of transmission. since the first case appeared in wuhan  china  in december 2019  the outbreak has gradually spread nationwide. up to now  according to official data released by the chinese health commission  the number of newly diagnosed patients has been declining  and the epidemic is gradually being controlled. although most patients have mild symptoms and good prognosis after infection  some patients developed severe and die from multiple organ complications. the pathogenesis of sars-cov-2 infection in humans remains unclear. immune function is a strong defense against invasive pathogens and there is currently no specific antiviral drug against the virus. this article reviews the immunological changes of coronaviruses like sars  mers and other viral pneumonia similar to sars-cov-2. combined with the published literature  the potential pathogenesis of covid-19 is inferred  and the treatment recommendations for giving high-doses intravenous immunoglobulin and low-molecular-weight heparin anticoagulant therapy to severe type patients are proposed."	2020	3	21	2020-03-21	"China"	"Immunology Center, Chinese Academy of Medical Sciences, Beijing, China."	FALSE	FALSE
"13810"	32196410	"Hypothesis for potential pathogenesis of SARS-CoV-2 infection--a review of immune changes in patients with viral pneumonia."	"coronavirus disease 2019 (covid-19) is an infectious disease caused by severe acute respiratory syndrome coronavirus 2 (sars-cov-2) with droplets and contact as the main means of transmission. since the first case appeared in wuhan  china  in december 2019  the outbreak has gradually spread nationwide. up to now  according to official data released by the chinese health commission  the number of newly diagnosed patients has been declining  and the epidemic is gradually being controlled. although most patients have mild symptoms and good prognosis after infection  some patients developed severe and die from multiple organ complications. the pathogenesis of sars-cov-2 infection in humans remains unclear. immune function is a strong defense against invasive pathogens and there is currently no specific antiviral drug against the virus. this article reviews the immunological changes of coronaviruses like sars  mers and other viral pneumonia similar to sars-cov-2. combined with the published literature  the potential pathogenesis of covid-19 is inferred  and the treatment recommendations for giving high-doses intravenous immunoglobulin and low-molecular-weight heparin anticoagulant therapy to severe type patients are proposed."	2020	3	21	2020-03-21	"China"	"School of Medicine, Tsinghua University, Beijing, China."	FALSE	FALSE
"13910"	32196406	"COVID-19 (Coronavirus)."	""	2020	3	21	2020-03-21	""	""	FALSE	FALSE
"14010"	32196391	"Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19)."	""	2020	3	21	2020-03-21	"Australia"	"Centre for Online Health, The University of Queensland, Australia."	FALSE	FALSE
"14110"	32196391	"Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19)."	""	2020	3	21	2020-03-21	"Denmark"	"Hans Christian Andersen Children's Hospital, Denmark."	FALSE	FALSE
"14210"	32196391	"Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19)."	""	2020	3	21	2020-03-21	"Denmark"	"Centre for Innovative Medical Technology, University of Southern Denmark, Denmark."	FALSE	FALSE
"14310"	32196391	"Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19)."	""	2020	3	21	2020-03-21	"Australia"	"Centre for Health Services Research, The University of Queensland, Australia."	FALSE	FALSE
"14410"	32196391	"Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19)."	""	2020	3	21	2020-03-21	"USA"	"Department of Health Care Policy, Harvard Medical School, USA."	FALSE	FALSE
"14510"	32196387	"Strategies to Inform Allocation of Stockpiled Ventilators to Healthcare Facilities During a Pandemic."	"during a severe pandemic  especially one causing respiratory illness  many people may require mechanical ventilation. depending on the extent of the outbreak  there may be insufficient capacity to provide ventilator support to all of those in need. as part of a larger conceptual framework for determining need for and allocation of ventilators during a public health emergency  this article focuses on the strategies to assist state and local planners to allocate stockpiled ventilators to healthcare facilities during a pandemic  accounting for critical factors in facilities' ability to make use of additional ventilators. these strategies include actions both in the pre-pandemic and intra-pandemic stages. as a part of pandemic preparedness  public health officials should identify and query healthcare facilities in their jurisdiction that currently care for critically ill patients on mechanical ventilation to determine existing inventory of these devices and facilities' ability to absorb additional ventilators. facilities must have sufficient staff  space  equipment  and supplies to utilize allocated ventilators adequately. at the time of an event  jurisdictions will need to verify and update information on facilities' capacity prior to making allocation decisions. allocation of scarce life-saving resources during a pandemic should consider ethical principles to inform state and local plans for allocation of ventilators. in addition to ethical principles  decisions should be informed by assessment of need  determination of facilities' ability to use additional ventilators  and facilities' capacity to ensure access to ventilators for vulnerable populations (eg  rural  inner city  and uninsured and underinsured individuals) or high-risk populations that may be more susceptible to illness."	2020	3	21	2020-03-21	"USA"	"Lisa M. Koonin, DrPH, MN, MPH, is with Health Preparedness Partners, LLC, a subcontractor of General Dynamics Information Technology (GDIT); Danielle Moulia, MPH, is a Public Health Scientist with General Dynamics Information Technology (GDIT); and Anita Patel, PharmD, MS, is Senior Advisor, Pandemic Medical Care and Countermeasures Lead; all in the Influenza Coordination Unit, National Center for Immunization and Respiratory Diseases (NCIRD), Centers for Disease Control and Prevention (CDC), Atlanta, GA. Satish Pillai, MD, MPH, MS, is CDR, US Public Health Service, and Deputy Director, Division of Preparedness and Emerging Infections; and Emily B. Kahn, PhD, MPH, MA, is Senior Epidemiologist/Modeler, Division of Preparedness and Emerging Infections; both in the National Center for Emerging and Zoonotic Infectious Diseases, CDC, Atlanta. The findings and conclusions in this article are those of the authors and do not necessarily represent the official position of the US Centers for Disease Control and Prevention."	FALSE	FALSE
"14610"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"Italy"	"Division of Nephrology, Miulli General Hospital, Acquaviva delle Fonti, Italy."	FALSE	FALSE
"14710"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"Italy"	"Associazione Nefrologica Gabriella Sebastio, Martina Franca, Italy."	FALSE	FALSE
"14810"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"France"	"Service de Néphrologie Transplantation Dialyse Aphérèse, Centre Hospitalier Universitaire de Bordeaux, Bordeaux, France."	FALSE	FALSE
"14910"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"Italy"	"Nephrology Unit, SM Annunziata Hospital, Florence, Italy."	FALSE	FALSE
"15010"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"Romania"	"Nephrology Clinic, Dialysis and Renal Transplant Center - 'C.I. Parhon' University Hospital, Iasi, Romania."	FALSE	FALSE
"15110"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"UK"	"UCL Centre for Nephrology, Royal Free Hospital, Division of Medicine, University College, London, UK."	FALSE	FALSE
"15210"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"Turkey"	"Division of Nephrology, Department of Medicine, Koc University School of Medicine, Istanbul, Turkey."	FALSE	FALSE
"15310"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"UK"	"Department of Nephrology, Colchester General Hospital, Colchester, UK."	FALSE	FALSE
"15410"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"Austria"	"Otto Loewi Research Center, Medical University of Graz, Graz, Austria."	FALSE	FALSE
"15510"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"Netherlands"	"Division of Nephrology, Department of Internal Medicine, University Hospital Maastricht, Maastricht, The Netherlands."	FALSE	FALSE
"15610"	32196116	"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres."	"covid-19  a disease caused by a novel coronavirus  is a major global human threat that has turned into a pandemic. this novel coronavirus has specifically high morbidity in the elderly and in comorbid populations. uraemic patients on dialysis combine an intrinsic fragility and a very frequent burden of comorbidities with a specific setting in which many patients are repeatedly treated in the same area (haemodialysis centres). moreover  if infected  the intensity of dialysis requiring specialized resources and staff is further complicated by requirements for isolation  control and prevention  putting healthcare systems under exceptional additional strain. therefore  all measures to slow if not to eradicate the pandemic and to control unmanageably high incidence rates must be taken very seriously. the aim of the present review of the european dialysis (eudial) working group of era-edta is to provide recommendations for the prevention  mitigation and containment in haemodialysis centres of the emerging covid-19 pandemic. the management of patients on dialysis affected by covid-19 must be carried out according to strict protocols to minimize the risk for other patients and personnel taking care of these patients. measures of prevention  protection  screening  isolation and distribution have been shown to be efficient in similar settings. they are essential in the management of the pandemic and should be taken in the early stages of the disease."	2020	3	21	2020-03-21	"UK"	"Manchester Academy of Health Sciences Centre, Manchester University Hospitals Foundation Trust and University of Manchester, Manchester, UK."	FALSE	FALSE
"15710"	32196087	"SARS-CoV2: should inhibitors of the renin-angiotensin system be withdrawn in patients with COVID-19?"	""	2020	3	21	2020-03-21	"Switzerland"	"Clinic of Cardiology, University Hospital Basel, Petersgraben 4, 4031 Basel, Switzerland."	FALSE	FALSE
"15810"	32196087	"SARS-CoV2: should inhibitors of the renin-angiotensin system be withdrawn in patients with COVID-19?"	""	2020	3	21	2020-03-21	"Switzerland"	"Department of Biomedicine, University Hospital Basel and University of Basel, Hebelstrasse 20, 4031 Basel, Switzerland."	FALSE	FALSE
"15910"	32196087	"SARS-CoV2: should inhibitors of the renin-angiotensin system be withdrawn in patients with COVID-19?"	""	2020	3	21	2020-03-21	"Switzerland"	"Hypertension Clinic, Medical Outpatient Clinic, University Hospital Basel, Petersgraben 4, 4031 Basel, Switzerland."	FALSE	FALSE
"16010"	32196087	"SARS-CoV2: should inhibitors of the renin-angiotensin system be withdrawn in patients with COVID-19?"	""	2020	3	21	2020-03-21	"Switzerland"	"Cardiovascular Research Institute Basel (CRIB), University Hospital Basel, Spitalstrasse 2, 4056 Basel, Switzerland."	FALSE	FALSE
"16110"	32196087	"SARS-CoV2: should inhibitors of the renin-angiotensin system be withdrawn in patients with COVID-19?"	""	2020	3	21	2020-03-21	"Switzerland"	"Division of Infectious Diseases and Hospital Epidemiology, University Hospital Basel, Petersgraben 4, 4031 Basel, Switzerland."	FALSE	FALSE
"16210"	32196083	"COVID-19: a recommendation to examine the effect of hydroxychloroquine in preventing infection and progression."	"a novel coronavirus disease (covid-19)  caused by infection with sars-cov-2  has swept across 31 provinces in china and over 40 countries worldwide. the transition from first symptoms to acute respiratory distress syndrome (ards) is highly likely to be due to uncontrolled cytokine release. there is an urgent need to identify safe and effective drugs for treatment. chloroquine (cq) exhibits a promising inhibitory effect. however  the clinical use of cq can cause severe side effects. we propose that hydroxychloroquine (hcq)  which exhibits an antiviral effect highly similar to that of cq  could serve as a better therapeutic approach. hcq is likely to attenuate the severe progression of covid-19  inhibiting the cytokine storm by suppressing t cell activation. it has a safer clinical profile and is suitable for those who are pregnant. it is cheaper and more readily available in china. we herein strongly urge that clinical trials are performed to assess the preventive effects of hcq in both disease infection and progression."	2020	3	21	2020-03-21	"China"	"Institutes of Biomedical Sciences, Shanghai Medical College, Fudan University, Shanghai, China."	TRUE	FALSE
"16310"	32196083	"COVID-19: a recommendation to examine the effect of hydroxychloroquine in preventing infection and progression."	"a novel coronavirus disease (covid-19)  caused by infection with sars-cov-2  has swept across 31 provinces in china and over 40 countries worldwide. the transition from first symptoms to acute respiratory distress syndrome (ards) is highly likely to be due to uncontrolled cytokine release. there is an urgent need to identify safe and effective drugs for treatment. chloroquine (cq) exhibits a promising inhibitory effect. however  the clinical use of cq can cause severe side effects. we propose that hydroxychloroquine (hcq)  which exhibits an antiviral effect highly similar to that of cq  could serve as a better therapeutic approach. hcq is likely to attenuate the severe progression of covid-19  inhibiting the cytokine storm by suppressing t cell activation. it has a safer clinical profile and is suitable for those who are pregnant. it is cheaper and more readily available in china. we herein strongly urge that clinical trials are performed to assess the preventive effects of hcq in both disease infection and progression."	2020	3	21	2020-03-21	"China"	"Center for Medical Research and Innovation, Shanghai Pudong Hospital, Fudan University, Shanghai, China."	TRUE	FALSE
"16410"	32196083	"COVID-19: a recommendation to examine the effect of hydroxychloroquine in preventing infection and progression."	"a novel coronavirus disease (covid-19)  caused by infection with sars-cov-2  has swept across 31 provinces in china and over 40 countries worldwide. the transition from first symptoms to acute respiratory distress syndrome (ards) is highly likely to be due to uncontrolled cytokine release. there is an urgent need to identify safe and effective drugs for treatment. chloroquine (cq) exhibits a promising inhibitory effect. however  the clinical use of cq can cause severe side effects. we propose that hydroxychloroquine (hcq)  which exhibits an antiviral effect highly similar to that of cq  could serve as a better therapeutic approach. hcq is likely to attenuate the severe progression of covid-19  inhibiting the cytokine storm by suppressing t cell activation. it has a safer clinical profile and is suitable for those who are pregnant. it is cheaper and more readily available in china. we herein strongly urge that clinical trials are performed to assess the preventive effects of hcq in both disease infection and progression."	2020	3	21	2020-03-21	"China"	"Department of Rheumatology &amp; Immunology, Shanghai Jiao Tong University Affiliated Sixth People's Hospital, Shanghai, China."	TRUE	FALSE
"16510"	32196079	"Stopping the Spread of COVID-19."	""	2020	3	21	2020-03-21	"USA"	"University of Michigan, Ann Arbor."	FALSE	FALSE
"16610"	32196071	"Knowledge and Perceptions of COVID-19 Among the General Public in the United States and the United Kingdom: A Cross-sectional Online Survey."	""	2020	3	21	2020-03-21	"USA"	"Stanford University, Stanford, California (P.G.)."	FALSE	FALSE
"16710"	32195887	"Computed Tomography Manifestations of 5 Cases of the Novel Coronavirus Disease 2019 (COVID-19) Pneumonia From Patients Outside Wuhan."	"clinical  laboratory  and computed tomography (ct) findings of 5 cases of the novel coronavirus disease 2019 (covid-19) pneumonia from patients outside of wuhan were reviewed. the human-to-human transmission of the virus may explain the infection of the disease outside of wuhan. ct examination is important in the early detection and follow-up of the disease. with a history of exposure or travelling  symptoms of fever and cough  and the typical ct manifestation such as ground-glass opacity with a peripheral distribution  we should also think of the possibility of the covid-19 pneumonia in patients outside of wuhan."	2020	3	21	2020-03-21	"China"	"Department of Radiology, Sichuan Academy of Medical Sciences &amp; Sichuan Provincial People's Hospital, Chengdu, Sichuan, China."	FALSE	FALSE
"16810"	32195824	"Can angiotensin receptor-blocking drugs perhaps be harmful in the COVID-19 pandemic?"	""	2020	3	21	2020-03-21	""	"Baker Heart and Diabetes Institute."	FALSE	FALSE
"16910"	32195824	"Can angiotensin receptor-blocking drugs perhaps be harmful in the COVID-19 pandemic?"	""	2020	3	21	2020-03-21	""	"Murray Esler is a cardiologist and clinical cardiovascular neuroscientist."	FALSE	FALSE
"17010"	32195824	"Can angiotensin receptor-blocking drugs perhaps be harmful in the COVID-19 pandemic?"	""	2020	3	21	2020-03-21	"Australia"	"Public Health Directorate, Northern Territory Department of Health, and Honorary Research Fellow Baker Heart and Diabetes Institute, Melbourne, Australia."	FALSE	FALSE
"17110"	32195824	"Can angiotensin receptor-blocking drugs perhaps be harmful in the COVID-19 pandemic?"	""	2020	3	21	2020-03-21	""	"Danielle Esler is a Public Health Physician and Coronavirus Pandemic Response Planning Convenor."	FALSE	FALSE
